total_expense;age;sex;pdv;client;campaing;purchase_date
383;13;0;3;98479;7;2019-10-07
776;28;0;1;13030;8;2023-01-20
631;0;0;3;87231;4;2019-03-12
552;43;1;2;1036;9;2018-05-04
945;38;1;1;12941;10;2019-11-13
1000;41;0;3;5628;2;2019-01-26
353;19;0;5;27266;1;2021-08-04
508;24;1;0;17520;9;2021-11-24
216;20;0;1;11835;5;2018-09-29
571;9;1;5;37684;10;2021-10-03
714;45;1;4;88091;6;2019-01-27
879;46;1;1;25074;9;2019-07-01
326;8;0;3;24080;10;2021-03-01
953;39;0;2;3119;3;2020-06-07
760;4;1;5;98930;4;2018-10-23
946;36;1;4;15975;1;2021-04-25
368;5;1;0;51130;3;2021-02-01
302;29;1;2;89308;8;2021-05-03
911;42;1;4;69258;6;2020-10-13
798;48;1;2;41496;7;2020-09-28
880;12;1;4;40107;4;2020-12-31
324;47;1;3;45058;4;2021-11-12
345;14;1;2;64603;10;2018-03-17
511;6;0;0;19877;8;2022-06-15
528;4;0;4;71363;10;2022-06-16
566;9;0;2;6578;7;2018-11-10
434;1;0;1;25257;4;2022-05-12
151;11;0;1;20917;10;2019-12-05
54;31;1;1;41725;1;2019-11-21
621;18;0;3;45269;6;2021-01-04
910;8;1;4;25266;4;2020-10-02
100;2;1;0;71828;2;2019-05-04
563;38;1;5;90414;7;2020-09-30
735;19;1;4;78566;9;2021-04-07
225;50;0;4;19935;3;2022-11-05
655;31;0;3;61486;4;2018-09-15
644;41;0;4;48485;1;2020-01-12
700;29;0;5;70000;8;2021-09-28
948;42;0;0;72974;4;2021-05-11
120;44;0;3;59955;6;2018-10-23
556;25;1;4;869;9;2019-04-03
500;21;1;1;48753;9;2018-03-01
797;23;0;3;33114;9;2020-01-06
422;5;1;0;28374;1;2022-01-19
957;24;1;5;27290;5;2021-04-04
355;17;1;2;86306;7;2018-12-05
541;26;0;4;28005;9;2020-09-18
624;47;1;5;20145;1;2018-10-27
700;19;1;5;92842;7;2022-11-16
193;5;0;0;56415;6;2021-12-17
125;28;0;0;8259;6;2021-04-12
160;30;1;4;60286;3;2019-10-30
665;32;0;5;18624;7;2019-09-23
470;33;0;3;39194;1;2022-06-17
130;40;1;3;71488;1;2021-11-20
955;2;0;0;77638;2;2020-10-01
610;16;0;5;13446;1;2021-10-07
986;15;1;2;88338;2;2019-05-09
230;18;0;4;96263;4;2018-02-28
707;48;1;2;73921;4;2018-02-21
587;42;0;1;40818;8;2020-01-14
448;5;1;2;15679;4;2020-08-15
505;12;1;1;46726;2;2021-06-20
203;48;0;1;46144;7;2019-02-26
455;30;1;2;59540;6;2019-11-28
698;27;0;1;97759;3;2020-09-01
946;50;0;5;45948;7;2020-12-02
864;18;0;2;67876;10;2018-11-08
260;38;1;4;88375;8;2022-06-08
627;0;0;2;94341;7;2020-10-25
689;32;1;5;56258;2;2019-03-25
414;33;1;4;92800;1;2022-07-04
958;26;0;5;13738;5;2022-08-24
875;2;0;4;71377;9;2018-09-23
672;47;1;1;99351;6;2021-11-01
681;46;1;0;49215;10;2018-12-06
64;1;1;5;19562;9;2019-08-14
560;31;0;0;88523;5;2018-11-11
320;39;1;5;10639;4;2019-12-06
349;10;1;1;53744;7;2019-12-05
934;17;1;4;65574;1;2021-03-02
731;35;0;3;32855;6;2023-01-18
116;10;1;0;41070;8;2020-02-23
202;26;0;2;77173;4;2019-05-16
877;45;1;5;88031;2;2018-02-27
970;8;0;4;55806;7;2021-01-16
911;32;1;0;99490;7;2020-10-22
247;47;1;0;16331;10;2020-07-13
944;1;1;1;38364;7;2022-10-29
253;43;1;0;3123;3;2019-01-02
276;8;1;4;97278;9;2023-01-19
731;3;1;2;99608;3;2018-02-12
470;28;1;2;43223;9;2018-10-24
556;14;0;1;76062;5;2022-09-07
902;21;0;2;88125;7;2019-02-16
826;20;0;1;99663;8;2020-07-22
418;22;1;5;25175;1;2021-12-18
103;32;1;2;22175;3;2021-01-29
847;42;0;5;30189;5;2019-10-20
912;13;1;4;12064;4;2020-08-11
119;3;1;0;83942;3;2018-04-17
284;50;0;1;97850;8;2020-10-02
217;39;1;4;43963;4;2022-06-01
626;13;0;4;15948;10;2018-08-30
197;40;1;0;37243;5;2022-02-24
478;45;1;5;44365;9;2018-02-05
196;49;0;1;56072;10;2018-10-04
358;28;0;3;3933;6;2020-03-25
327;5;0;1;65007;3;2020-01-17
848;13;1;1;23552;2;2018-05-03
825;37;1;1;10384;8;2019-10-06
144;23;1;3;57121;8;2022-10-18
288;16;0;3;22572;10;2021-12-01
272;8;0;2;10428;10;2022-12-09
339;23;1;4;34726;7;2022-01-14
471;40;0;2;33305;2;2020-09-04
255;50;0;0;25016;9;2020-06-09
769;16;0;1;65683;9;2022-01-23
524;34;0;0;12097;7;2021-04-20
441;43;0;5;94406;5;2018-11-17
590;2;0;5;17411;4;2021-12-14
793;4;1;4;44907;7;2020-04-05
106;7;0;3;8556;10;2018-05-02
620;39;1;0;37485;1;2018-10-23
370;28;0;0;55620;3;2019-12-08
353;7;0;0;48520;9;2021-10-05
896;1;0;0;88001;2;2021-05-20
688;25;1;1;22987;10;2020-05-02
830;29;1;5;91372;6;2022-07-25
668;13;1;1;45285;6;2021-12-21
78;25;1;0;66706;2;2021-03-01
582;0;0;1;68651;1;2022-04-17
965;48;0;2;53534;7;2021-10-27
571;50;1;2;79671;7;2022-03-26
64;10;0;5;94873;3;2020-04-02
702;2;0;3;85613;7;2020-05-29
965;44;0;5;36371;5;2021-05-21
670;16;1;1;26462;9;2018-03-12
765;1;0;5;22740;6;2020-10-04
165;2;0;2;1568;2;2020-09-09
415;30;1;3;98204;6;2022-10-17
913;26;1;2;52158;9;2019-01-28
692;30;0;5;62980;6;2021-09-30
139;19;1;3;90190;2;2019-02-28
610;4;1;5;74372;1;2022-08-04
563;43;0;2;14823;2;2019-11-25
941;3;0;2;6296;4;2020-03-02
688;34;0;3;92029;1;2021-04-22
456;11;1;4;90287;9;2021-06-24
479;23;1;1;72761;2;2022-09-12
141;23;1;2;78159;6;2018-02-25
383;46;0;2;19690;6;2021-12-12
253;42;0;5;33082;1;2021-12-01
581;37;1;4;15911;7;2019-02-23
251;27;0;2;12454;6;2018-04-03
53;6;1;4;85594;4;2021-08-29
568;12;1;0;61857;2;2020-07-30
401;18;1;1;64763;5;2021-04-11
170;4;1;2;21683;8;2020-11-29
893;26;1;2;61690;8;2018-12-09
813;17;1;2;65033;1;2023-01-12
907;27;1;2;50067;1;2018-12-17
118;35;1;1;2236;4;2020-06-16
622;16;0;4;55860;3;2020-07-08
185;2;1;4;2005;5;2018-08-25
520;11;1;5;85030;8;2020-10-31
431;3;1;1;87393;8;2019-02-13
492;14;1;3;78796;2;2022-04-16
979;43;0;4;75134;7;2019-03-12
696;23;1;5;93963;9;2020-08-01
733;13;1;0;44694;10;2018-06-20
93;50;0;0;43543;3;2022-03-29
461;2;1;5;88044;2;2021-01-22
549;48;0;5;36748;10;2021-05-05
289;29;0;2;91194;9;2022-02-05
413;40;0;5;21318;7;2022-10-06
879;13;1;4;371;8;2019-08-09
577;27;0;1;53017;4;2019-01-25
134;14;1;4;62698;4;2023-01-23
960;37;1;2;10406;7;2018-05-16
875;37;1;5;59349;1;2020-03-29
964;32;1;1;50645;9;2020-03-17
374;9;0;4;14588;2;2022-08-20
950;15;1;4;38768;4;2022-01-26
664;17;0;4;76583;6;2020-05-03
788;35;1;2;43293;3;2019-02-09
122;32;1;0;94708;8;2019-03-28
548;24;0;0;42484;1;2018-08-24
417;28;1;4;49062;3;2019-03-18
587;14;1;5;49020;1;2018-10-01
700;50;0;4;44998;3;2022-04-01
971;21;0;2;75451;6;2020-03-20
189;33;1;2;27232;4;2023-01-15
713;25;0;4;77042;10;2020-08-06
715;47;1;1;93779;10;2021-12-11
220;27;1;4;40784;10;2021-07-30
622;42;1;0;61373;7;2022-09-23
344;14;0;1;31357;1;2021-07-31
968;29;1;0;85108;8;2022-08-18
353;25;0;5;32556;1;2022-10-06
721;3;1;2;82729;1;2019-06-04
249;29;1;3;34194;2;2020-08-29
916;24;1;5;21736;1;2021-03-20
681;24;0;4;34879;4;2019-01-01
278;0;1;1;73563;7;2020-10-18
679;0;0;0;10455;8;2022-01-27
892;22;1;1;15327;3;2018-03-11
928;40;0;3;16168;5;2022-03-26
57;40;0;1;56265;3;2022-07-13
405;33;0;5;940;10;2021-10-19
569;34;0;4;85119;3;2020-12-01
123;11;1;5;59404;1;2019-08-14
67;29;0;3;48306;6;2019-09-23
546;36;0;2;10434;7;2022-05-30
147;39;1;3;10747;4;2018-11-17
72;11;1;0;82824;7;2022-11-19
720;16;1;5;64754;3;2020-03-20
439;12;0;5;75500;4;2023-01-01
852;30;1;2;70152;2;2020-05-04
777;15;0;3;41482;10;2021-08-15
456;45;1;0;55486;4;2021-02-24
202;30;1;5;42785;8;2021-08-02
461;15;1;3;94329;10;2021-11-15
748;21;1;3;97524;9;2022-11-30
574;40;0;4;37403;6;2019-03-03
794;34;0;5;58729;1;2021-05-08
94;13;1;4;27733;6;2020-07-09
55;9;0;4;9956;7;2019-07-01
237;42;1;2;86955;7;2020-12-01
688;1;1;2;35825;1;2022-10-30
377;8;0;3;82925;1;2021-04-23
754;13;0;2;3653;7;2018-05-31
695;9;0;0;30050;8;2021-10-07
748;42;1;0;59037;5;2022-09-18
307;44;0;1;65991;8;2018-10-25
449;27;0;5;94445;4;2020-05-09
801;7;0;0;44047;9;2022-03-16
605;22;0;3;12749;1;2018-02-07
926;10;0;4;23224;3;2018-11-13
837;39;1;3;87474;4;2022-07-29
761;17;1;2;66381;3;2021-04-23
116;34;0;2;10604;2;2018-11-22
717;19;0;1;67063;7;2020-01-25
874;11;0;1;38369;6;2020-06-06
520;49;0;5;30572;6;2018-06-29
446;13;0;3;88429;8;2020-05-03
759;27;0;3;60688;10;2021-02-27
52;5;0;2;49498;2;2021-01-19
58;24;0;1;76002;10;2021-06-20
295;9;0;5;46641;2;2018-08-31
140;46;1;4;51812;7;2022-06-15
460;3;0;4;73923;9;2020-12-26
257;47;1;2;93700;10;2019-11-04
778;12;1;4;72608;6;2020-09-14
867;35;0;5;85886;10;2020-06-08
976;17;0;2;29984;1;2020-08-14
725;18;0;4;21118;3;2022-10-07
422;38;1;0;25034;3;2020-03-26
566;33;0;5;16489;9;2019-12-06
746;50;1;2;85949;6;2018-06-04
126;16;0;4;10017;1;2020-05-31
461;12;1;0;95559;3;2018-08-27
360;19;1;3;57646;9;2021-07-19
725;31;1;4;68762;4;2018-03-22
900;20;0;5;24380;3;2022-12-08
867;30;1;5;97579;3;2021-11-26
611;26;1;1;29187;3;2018-04-20
668;35;0;1;9042;7;2018-08-17
390;19;1;2;90650;6;2019-08-31
51;28;1;5;70980;3;2020-10-24
243;1;0;5;42344;1;2020-01-27
559;29;0;1;45651;9;2018-06-14
176;30;1;3;65304;10;2018-11-06
569;18;0;4;46869;7;2020-10-15
174;45;0;4;50275;4;2018-11-15
772;37;0;1;19509;9;2021-07-31
148;15;0;2;80391;2;2020-12-26
168;25;0;4;22065;8;2018-06-10
911;47;1;1;72524;3;2022-08-13
910;9;0;5;8237;10;2018-12-03
743;15;1;0;44756;1;2020-08-15
473;5;1;4;61707;3;2020-04-09
693;33;1;1;72548;10;2019-09-11
483;49;0;4;84490;10;2018-09-29
524;31;0;5;27656;9;2022-02-04
232;36;0;2;27100;4;2021-12-30
229;43;1;5;71669;1;2022-04-22
56;35;0;1;35332;7;2022-11-18
990;21;1;0;97623;6;2022-05-12
480;30;0;2;66380;3;2020-07-13
407;44;1;2;28349;6;2022-03-15
908;0;0;0;17198;5;2021-09-18
826;26;0;0;85182;2;2020-03-16
580;20;0;1;53088;3;2021-08-23
719;29;1;2;61888;1;2020-03-01
903;44;1;2;50441;7;2018-12-29
509;16;0;5;61791;3;2022-01-09
115;48;1;4;4233;4;2021-11-23
304;9;0;4;14114;2;2022-08-03
940;5;1;1;91897;7;2022-10-24
216;37;0;4;13275;8;2020-09-13
59;50;1;5;51779;9;2019-01-03
489;15;1;1;2474;4;2020-11-27
476;41;1;1;29300;7;2021-06-28
237;2;0;3;24849;1;2022-07-04
494;10;1;2;2455;10;2020-02-04
754;41;1;1;446;9;2021-09-03
196;45;0;5;84648;1;2020-02-20
511;43;1;1;95293;9;2022-09-10
589;35;0;3;1740;6;2018-07-11
959;36;1;3;76630;6;2019-02-11
248;32;1;0;51769;2;2019-04-29
201;0;0;5;80689;4;2022-05-06
500;39;0;5;82701;8;2018-07-25
402;21;0;4;55981;9;2019-03-06
165;4;0;4;60394;10;2020-02-01
61;13;1;4;29819;6;2018-12-22
115;17;0;2;32541;1;2021-12-26
737;8;1;5;41288;3;2022-05-28
413;43;0;0;73207;2;2023-01-19
60;28;0;2;98862;10;2020-03-25
517;32;0;2;87550;5;2019-07-13
63;37;1;5;76808;4;2019-04-03
493;40;0;0;14989;4;2018-03-19
205;37;1;2;73523;5;2022-06-23
613;25;0;4;43302;5;2019-02-15
955;19;0;0;21791;10;2019-04-22
239;7;0;4;69382;8;2019-04-29
481;11;0;3;76630;8;2020-06-08
878;46;0;5;7594;4;2022-10-18
510;8;1;4;99294;4;2022-08-14
701;17;1;0;35511;8;2021-03-13
100;15;1;0;81786;1;2019-03-04
710;42;0;2;48535;2;2020-12-24
786;16;1;5;97616;3;2019-06-27
914;50;0;5;25661;1;2020-03-08
129;4;1;2;29150;1;2022-04-23
765;26;1;3;78165;2;2018-11-07
377;44;1;0;24513;5;2021-02-04
898;37;0;5;73548;2;2018-09-09
976;0;0;4;77913;2;2022-03-28
979;8;0;0;69070;10;2021-06-23
317;32;1;2;55700;1;2021-07-03
969;23;1;5;22842;2;2022-10-01
740;3;1;0;53457;2;2022-09-16
660;26;1;0;6198;10;2020-12-26
780;14;1;4;98289;6;2018-04-06
782;1;0;5;65496;8;2021-08-12
350;46;0;2;47497;10;2022-01-29
992;3;1;4;43517;8;2022-07-09
555;33;1;4;44173;5;2020-12-08
453;6;0;3;75746;6;2022-06-20
317;12;0;2;33232;5;2019-12-25
878;32;0;3;79111;7;2022-03-15
362;18;1;1;26869;6;2019-03-18
355;38;1;4;90533;4;2018-07-13
468;21;1;5;32995;5;2020-07-25
236;10;1;3;59988;1;2022-06-25
458;49;0;3;85427;5;2022-06-21
613;19;1;5;11415;4;2022-05-07
646;7;0;0;37265;3;2019-04-02
616;45;1;5;44850;8;2019-01-16
457;26;0;2;56726;5;2018-10-03
900;5;1;5;57642;2;2018-03-14
576;21;1;2;14056;1;2019-04-10
844;7;0;1;79859;1;2020-12-15
255;28;0;3;94288;6;2020-06-29
176;11;0;5;40657;9;2019-03-21
481;10;1;5;6031;4;2018-07-03
511;47;1;4;50324;3;2019-06-25
861;50;0;5;24510;2;2018-08-26
875;38;1;0;1953;4;2020-02-03
928;30;1;3;37325;1;2020-10-05
194;17;1;3;95532;8;2020-02-18
988;45;1;1;47562;6;2021-12-19
624;37;0;5;9858;9;2019-03-05
551;30;1;0;40496;4;2020-02-03
589;48;1;4;59276;3;2021-07-04
843;7;1;3;25177;7;2019-10-30
809;8;0;3;90742;2;2022-09-13
479;39;1;2;86889;2;2018-11-03
238;43;1;1;6761;6;2021-04-09
663;22;0;4;70727;9;2018-03-17
430;45;0;4;24337;1;2021-08-27
790;37;0;1;36216;8;2018-08-26
790;12;0;2;35964;2;2020-10-18
357;24;0;5;39225;10;2019-11-27
876;33;1;0;47573;9;2019-11-11
635;36;0;4;27495;5;2021-07-04
439;25;0;5;43083;6;2022-01-24
655;36;0;5;58237;1;2022-08-19
187;5;1;2;28491;9;2022-03-23
580;50;0;5;93697;6;2022-12-17
878;8;1;3;74676;4;2022-07-02
70;19;0;5;86389;6;2019-09-16
296;1;1;3;31939;4;2019-03-31
885;49;0;5;32863;1;2019-10-25
487;19;0;4;63057;8;2020-10-14
685;37;0;4;80139;9;2018-12-20
364;24;1;0;84418;8;2021-03-19
765;20;1;1;51182;1;2018-02-16
665;28;0;4;26015;6;2022-01-27
184;4;0;4;91438;1;2018-09-13
882;5;1;5;58552;5;2018-07-30
226;27;1;2;20213;1;2021-09-06
153;40;1;3;95370;5;2018-11-26
447;30;0;2;84400;5;2021-12-06
725;36;1;4;52110;3;2020-09-04
225;1;1;5;7296;4;2022-01-26
838;7;1;3;37071;6;2020-03-06
987;42;1;1;61259;8;2022-06-09
492;45;0;2;87870;7;2019-08-14
332;18;0;2;24268;3;2020-02-08
210;50;1;4;59053;10;2021-09-09
358;14;1;2;94970;5;2020-11-28
816;4;1;0;88597;8;2022-12-19
969;39;0;0;13393;8;2020-05-07
351;45;1;0;60450;9;2022-12-05
83;35;1;3;71282;5;2019-11-07
99;50;1;3;28908;10;2022-03-26
940;3;1;1;21635;5;2018-04-21
774;32;0;4;49397;4;2022-10-31
71;18;1;5;6651;5;2019-10-17
513;3;1;0;41411;4;2020-02-06
200;12;0;5;76697;9;2018-12-01
880;26;0;5;87669;5;2022-09-08
996;19;0;5;7907;5;2018-05-13
756;47;1;2;60787;4;2020-07-14
289;4;1;5;44035;1;2021-02-25
713;30;1;5;12735;3;2020-05-01
646;26;0;2;68405;1;2021-02-02
401;19;0;2;45698;8;2022-11-02
734;13;1;0;70715;1;2021-10-18
58;45;1;1;85701;2;2021-03-29
369;8;0;4;97518;6;2021-10-07
383;18;0;1;23220;10;2019-10-16
62;31;0;4;40544;7;2021-09-23
289;1;1;0;73586;1;2022-06-26
140;25;0;3;92017;9;2020-09-13
326;39;0;1;76519;1;2020-09-23
895;43;1;5;54264;3;2020-08-22
888;49;0;2;68925;10;2020-01-10
143;46;0;2;61412;4;2018-11-12
151;25;1;0;12508;10;2021-11-18
400;45;1;5;88688;1;2022-03-03
808;40;1;5;50979;7;2021-08-20
61;6;1;5;217;5;2019-07-25
955;35;1;2;13252;4;2022-12-01
122;33;0;5;16122;1;2021-12-17
529;18;0;5;47432;10;2020-09-22
121;26;1;0;84470;10;2019-09-08
929;20;1;2;46136;1;2020-04-25
676;48;0;1;54978;9;2020-03-02
980;18;1;1;35348;6;2020-03-12
984;31;1;1;16478;5;2021-04-05
805;2;1;1;53329;9;2022-11-17
715;21;0;4;44260;6;2018-07-02
900;11;1;2;19942;10;2022-12-31
724;42;1;5;35503;10;2022-06-23
718;44;1;3;59300;10;2018-05-17
371;40;1;0;23611;10;2019-06-21
367;19;0;5;59433;3;2022-02-25
785;32;0;3;6941;5;2020-07-14
554;11;0;4;69041;8;2021-09-05
131;42;0;1;10590;3;2022-07-13
403;49;1;2;96662;3;2021-05-01
732;43;0;0;77984;1;2019-10-24
839;36;0;4;55921;6;2020-08-17
901;43;0;1;42983;8;2020-01-11
106;28;0;2;30270;8;2021-02-09
579;13;0;2;21440;10;2021-07-31
596;48;1;2;77220;7;2022-11-07
403;43;1;1;29934;6;2022-10-16
633;17;0;1;89451;5;2020-06-12
176;13;1;0;9729;4;2018-03-30
816;29;1;2;66857;6;2020-02-23
404;40;0;5;49132;2;2022-09-22
343;48;1;1;289;10;2023-01-29
470;50;1;5;48358;3;2021-04-23
689;39;1;4;56913;6;2018-11-27
256;24;0;4;82763;1;2019-12-30
993;5;1;5;89189;4;2018-04-21
151;47;0;0;57404;4;2020-12-23
962;46;0;0;92919;8;2020-10-17
256;44;0;5;41211;1;2020-07-19
946;44;0;4;98489;7;2021-08-19
136;17;1;4;248;1;2021-04-30
593;12;1;2;45549;9;2018-09-25
990;0;0;0;40387;1;2022-01-25
658;9;1;3;94002;4;2021-03-03
979;7;1;3;10649;8;2019-08-31
1000;50;1;4;22592;5;2018-08-04
759;35;0;2;15780;4;2020-07-30
91;6;0;2;97036;4;2020-03-09
100;4;0;3;8197;10;2022-06-10
525;11;1;2;99162;9;2018-07-12
205;50;1;5;12897;8;2023-01-12
252;28;1;3;46479;8;2023-01-15
430;12;0;3;99206;5;2018-07-19
401;11;1;1;84813;10;2020-08-08
731;2;0;2;46420;6;2018-02-23
130;7;0;0;66397;2;2018-10-05
614;12;0;2;75228;6;2021-09-13
487;0;0;4;61028;5;2020-10-28
701;6;1;3;16497;3;2021-04-11
461;6;1;5;24413;3;2019-12-17
997;23;0;5;68523;9;2018-03-26
99;29;1;2;56180;4;2020-04-20
925;48;0;1;55730;4;2020-07-20
493;30;0;3;80443;9;2020-06-18
391;31;0;3;11861;7;2022-05-17
458;44;0;0;93517;3;2018-02-19
274;6;1;1;15535;3;2021-04-22
900;34;1;3;78860;4;2018-09-01
494;22;1;3;61138;1;2022-08-01
476;31;0;5;42071;4;2022-12-03
661;5;1;2;20138;5;2019-10-31
611;10;1;1;12325;8;2018-06-07
545;35;1;3;44156;9;2020-12-09
193;3;0;4;64186;4;2018-03-18
468;40;1;2;25064;10;2022-07-28
854;40;0;0;91486;8;2022-06-14
197;18;0;0;43979;4;2018-08-23
487;45;0;0;26207;7;2022-08-23
681;39;0;4;30299;7;2018-10-16
578;12;1;1;168;1;2021-07-07
561;29;1;4;92448;5;2022-08-01
572;1;1;2;23633;8;2021-03-27
917;35;1;4;47227;8;2021-10-23
215;4;0;0;19741;7;2020-11-23
785;36;0;1;33214;10;2021-09-22
401;13;0;0;20067;7;2018-09-25
562;26;0;3;92220;2;2022-08-22
604;50;0;0;4904;1;2018-09-10
970;45;0;2;50231;7;2023-01-04
323;22;1;3;28864;10;2018-05-16
571;32;0;1;76345;4;2018-05-21
515;26;1;4;3439;4;2021-06-28
345;6;0;3;88918;1;2021-09-27
738;0;1;3;20153;10;2022-10-17
331;9;0;3;71615;9;2018-09-03
114;50;1;0;97716;9;2020-10-08
531;8;1;2;98442;4;2018-12-28
544;24;1;4;87519;2;2022-07-27
245;14;1;5;53530;10;2020-10-01
179;33;1;3;46609;4;2021-02-16
342;41;1;0;43562;9;2020-08-26
305;22;1;5;21330;10;2022-09-11
943;14;0;3;59887;9;2023-01-24
403;22;1;0;40800;9;2022-07-06
844;21;1;0;30608;8;2020-09-03
261;23;1;1;53121;7;2022-09-30
984;27;1;4;56197;3;2021-06-23
855;38;0;4;78058;4;2018-06-27
980;7;1;5;9504;9;2019-03-23
684;4;1;4;13007;8;2021-08-31
308;30;1;2;38264;6;2019-09-14
790;29;1;2;85595;3;2019-11-24
98;18;1;3;24080;2;2021-09-28
396;4;1;5;57932;1;2020-11-16
290;15;0;5;13316;7;2022-06-12
471;27;0;3;61631;5;2022-07-16
948;0;0;1;62742;7;2018-07-28
671;0;0;4;70774;6;2022-09-01
176;22;0;1;80283;8;2020-06-06
409;32;0;3;14026;4;2019-05-01
845;38;0;5;89744;9;2021-08-26
468;17;1;2;33213;6;2022-03-17
885;50;0;3;70968;8;2020-11-24
906;33;1;1;28544;2;2022-09-02
473;38;1;1;76691;4;2020-02-11
509;16;1;1;12681;10;2019-11-16
482;22;0;4;42879;2;2021-07-19
950;14;0;1;83480;3;2021-03-19
219;47;1;4;52068;9;2022-05-21
403;17;1;4;70497;4;2019-08-13
452;3;0;1;71486;6;2020-09-03
928;26;1;2;12570;3;2019-01-21
124;27;0;1;72758;5;2018-06-26
806;31;1;1;22348;7;2021-08-28
792;8;0;4;37856;7;2022-07-01
864;3;1;2;85886;10;2019-12-08
271;46;1;5;40726;1;2022-03-23
583;46;0;2;82763;10;2022-01-03
580;23;1;1;68649;1;2018-02-04
411;28;1;5;16507;5;2019-12-16
947;50;1;3;3400;8;2018-12-11
56;22;0;4;84549;4;2021-09-01
772;19;0;3;68947;1;2020-08-03
417;33;1;4;97649;4;2020-01-25
628;43;1;4;38714;6;2019-08-05
83;33;0;4;50228;6;2019-08-11
396;41;1;3;5290;8;2022-03-16
923;36;1;5;50693;9;2019-12-18
740;24;0;0;69235;3;2018-11-19
904;19;0;2;26207;3;2019-11-25
886;12;1;4;91855;2;2018-10-20
891;35;1;1;97002;5;2020-09-01
621;30;0;3;33384;10;2020-09-18
738;5;1;5;82972;10;2021-07-30
856;16;1;4;7132;6;2023-01-31
327;33;0;2;36726;5;2021-10-28
160;38;0;1;69312;10;2020-08-01
376;10;0;1;13972;3;2020-01-29
697;26;1;2;59649;2;2018-05-19
218;8;1;1;22219;4;2021-12-11
163;8;0;4;41101;3;2022-07-02
807;33;1;5;22508;8;2018-11-18
324;35;1;1;37518;9;2020-04-06
632;20;0;3;65965;5;2021-04-20
348;0;0;5;82599;1;2018-06-22
477;37;0;3;19830;6;2018-05-19
996;50;1;3;27969;6;2019-08-13
812;35;1;5;13576;5;2019-08-27
923;28;0;3;98746;5;2022-03-09
347;40;1;4;54063;5;2019-09-14
839;10;0;5;95488;8;2022-10-30
974;30;1;4;31291;4;2022-03-08
906;8;1;0;99007;2;2019-11-08
806;50;1;3;63167;4;2021-10-12
417;45;0;2;89654;1;2021-11-02
926;48;0;0;18448;8;2022-08-21
895;0;0;1;92084;9;2020-11-08
992;29;0;0;53878;7;2019-08-01
979;30;0;5;70214;10;2018-07-18
911;40;1;0;85392;2;2019-01-23
656;11;0;5;38545;8;2018-10-28
63;9;0;5;57299;6;2021-03-27
450;44;0;1;28264;6;2021-02-23
645;6;1;1;5704;7;2022-07-19
560;50;1;4;64627;1;2019-08-02
982;47;1;5;71644;1;2019-09-11
952;41;0;5;33771;7;2019-07-05
709;1;1;2;61976;5;2019-09-17
83;48;0;5;47130;1;2020-06-29
550;20;0;4;69237;3;2019-03-02
144;26;1;0;72381;9;2022-03-01
391;10;0;4;50316;5;2021-10-19
133;24;0;2;61742;5;2022-09-13
857;2;0;2;68161;5;2019-12-12
570;50;0;4;11829;7;2021-12-01
741;28;1;5;35229;10;2021-10-25
999;10;1;4;72007;6;2018-08-16
676;11;1;2;510;7;2020-01-02
862;47;0;5;9768;3;2018-10-03
316;42;1;5;64380;7;2020-07-31
367;24;1;0;57033;5;2020-04-10
877;1;1;0;26345;7;2018-02-24
201;8;0;1;9645;10;2019-08-04
774;24;0;3;99714;5;2020-11-07
722;6;0;3;56100;9;2022-11-12
765;31;1;4;43788;7;2022-01-15
496;40;0;1;55854;6;2018-09-15
360;35;0;0;11979;6;2020-12-05
849;22;1;5;50316;8;2018-04-03
728;31;0;5;11506;10;2020-06-28
714;31;0;2;61928;7;2019-01-12
57;32;1;1;13573;2;2018-07-14
310;4;1;0;37682;5;2020-05-20
718;15;1;5;96311;3;2018-07-01
249;25;1;4;13100;9;2021-03-13
971;4;0;4;78693;2;2019-08-20
170;24;1;4;23210;8;2020-06-09
766;4;1;5;42094;5;2020-11-10
87;43;1;1;86223;1;2020-06-29
994;40;1;4;49910;7;2019-11-25
183;31;1;5;16439;7;2020-09-06
147;50;0;3;20539;3;2020-03-17
366;19;0;4;26474;10;2021-09-27
241;47;1;5;11984;7;2019-06-29
164;0;1;5;97033;5;2019-11-29
428;49;0;3;64035;7;2020-09-04
398;38;0;3;90743;7;2018-04-21
169;23;1;4;59027;2;2022-12-04
384;13;0;2;37741;4;2021-08-04
386;33;0;1;45608;4;2022-02-16
409;3;1;0;64815;8;2019-07-02
954;43;1;3;97695;4;2021-07-15
115;32;0;1;29466;9;2018-09-26
806;47;0;0;62562;6;2020-05-01
634;25;0;0;98687;6;2019-09-04
682;38;0;0;26145;8;2018-11-06
84;4;1;5;85799;6;2018-02-14
143;15;1;4;58727;4;2022-02-05
165;8;0;1;71122;9;2020-12-16
305;25;1;4;63161;10;2021-12-12
713;20;0;4;91938;9;2019-06-21
406;7;0;3;69389;2;2019-02-18
203;4;0;0;72448;8;2020-06-27
146;3;0;5;13286;7;2021-03-16
914;9;1;2;54053;9;2022-06-16
187;41;0;1;11857;6;2018-07-12
186;2;0;3;66337;4;2020-08-12
349;31;1;1;45299;2;2019-02-25
303;37;0;2;36075;10;2018-12-26
500;35;1;5;24015;3;2019-08-06
222;13;1;4;98380;5;2022-02-16
717;26;1;1;6305;3;2018-06-25
510;24;1;3;86533;1;2022-07-23
